brand,model,spec,Model Year,dB_at_idle,dB_at_50kmh,dB_at_80kmh,dB_at_100kmh,dB_at_120kmh,dB_at_140kmh,Trim,Model Year,Body Style,Number of Cylinders,Engine Type,Fuel,Model Drive,Transmission Type,Car Weight in Kg,Displacement in Litres,Engine Power (HP),Engine Torque (lbf),Weight in lbs,Country of Origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini,Cooper,1.5d,2018,45.1,56.6,62.7,69.3,71.7,73.8,2dr Convertible (1.6L 4cyl 6M),2018,Compact,4,Inline,Gasoline - Premium,Front Wheel Driv,Manual,2701,1.6,119,84,5955,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini,Cooper,1.5 Cabrio,2016,42.2,58.8,64.1,68.6,72.7,74.5,2dr Hatchback (1.5L 3cyl Turbo 6M),2016,Compact,3,Inline,Gasoline - Premium,Front Wheel Driv,Manual,2605,1.5,132,119,5743,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini,Cooper,S,2016,40.9,61.8,65,68.3,70.1,73.7,2dr Hatchback (1.5L 3cyl Turbo 6M),2016,Compact,3,Inline,Gasoline - Premium,Front Wheel Driv,Manual,2605,1.5,132,119,5743,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porsche,911,Targa,2014,44.9,63.2,66.1,68.9,73.5,75.3,Carrera 4 2dr Coupe AWD (3.4L 6cyl 7M),2014,Compact,6,Flat,Gasoline - Premium,All Wheel Drive,Manual,1430,3.4,345,212,3153,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini,Cooper,1.5,2014,43.4,59.1,63.2,69.3,70.4,71.6,John Cooper Works 2dr Convertible (1.6L 4cyl Turbo 6M),2014,Compact,4,Inline,Gasoline - Premium,Front Wheel Driv,Manual,1280,1.6,205,142,2822,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini,Cooper, ,2014,42,60.3,62.8,65.5,67.5,70.4,John Cooper Works 2dr Convertible (1.6L 4cyl Turbo 6M),2014,Compact,4,Inline,Gasoline - Premium,Front Wheel Driv,Manual,1280,1.6,205,142,2822,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysler,Grand Voyager,2.8 CRD,2008,50.7,58.3,63.7,65.7,68.5,71.4,2.5 CRD,2008,Minivan,4,in-line,Diesel,Front,Manual,2060,2.5,140,236,4541,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,5,2.0 CITD,2008,43.9,54,62.1,66.7,67.5,68.7,2.0 CD,2008,Minivan,4,in-line,Diesel,Front,Manual,1610,2,141,266,3549,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodge,Viper,SRT-10,2008,61.3,68.6,73.3,75,79.4,83.8,SRT-10,2008,Roadster,10,V,Gasoline,Rear,Manual,1601,8.3,499,524,3530,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Passat,2.0 TDI Stationcar,2009,43.5,53.5,61.5,66.1,66.9,68,1.8 TSI Comfortline,2009,Sedan,4,in-line,Gasoline,Front,Manual,2307,1.8,158,184,5086,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CTS,3.6 V6,2008,44.1,55.4,62.7,66,70.6,75.2,3.6L V6,2008,Sedan,6,V,Gasoline - Premium,Rear,Manual,1794,3.6,307,276,3955,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CTS,3.6,2008,40.6,57.5,63,64,65.5,68,3.2 V6,2008,Sedan,6,V,Gasoline - Premium,Rear,Manual,1790,3.2,215,221,3946,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexus,IS,250C,2010,38.4,58.7,63.1,66.2,69.3,71.4,250 C,2010,Sedan,6,V,Gasoline,Rear,Manual,1742,2.5,204,185,3840,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexus,IS,250C,2010,43.2,53.2,61.2,64,66.6,69.6,250 C,2010,Sedan,6,V,Gasoline,Rear,Manual,1742,2.5,204,185,3840,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,A6,3.0 TFSI Quattro,2009,43.6,53.6,61.6,66.3,67,68,3.2 FSi Quattro,2009,Sedan,6,V,Gasoline - Premium,4WD,Manual,1680,3.1,252,243,3704,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volvo,S80, ,2008,40.1,57.5,61,64,66,70,2.4 D Kinetic,2008,Sedan,5,in-line,Diesel,Front,Manual,1616,2.4,128,207,3563,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Impreza,2,2008,44.7,55,63.3,66.5,68.9,71.5,2.5,2008,Sedan,4,boxer,Gasoline,4WD,Manual,1608,2.5,171,170,3545,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Impreza,2.5,2008,45.4,55.9,62.4,66,68.4,70.7,2.5,2008,Sedan,4,boxer,Gasoline,4WD,Manual,1608,2.5,171,170,3545,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volvo,S80,T6,2008,42.8,52.6,60.5,64.4,65.8,67.6,2.5 T Kinetic,2008,Sedan,5,in-line,Gasoline - Premium,Front,Manual,1578,2.5,207,236,3479,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Passat,1.6 TDI,2011,42,51.7,59.4,62.7,64.6,66.9,2.0 SULEV Sedan,2011,Sedan,4,in-line,Gasoline,Front,Manual,1567,2,200,207,3455,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,A6,2.0 TDIe,2009,43.6,53.7,61.7,64.4,67.2,70.4,2.0 TDi,2009,Sedan,4,in-line,Diesel,Front,Manual,1550,2,134,237,3417,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Lancer,Evolution MR,2008,46.5,57.2,65.8,70.1,71.5,73.3,Evolution,2008,Sedan,4,in-line,Gasoline - Premium,4WD,Manual,1540,2,276,262,3395,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,2,2009,44.4,54.6,62.8,67.9,68.3,69,2.4,2009,Sedan,4,in-line,Gasoline - Premium,Front,Manual,1538,2.4,173,124,3391,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Impreza,WRX STI,2011,58.3,65.7,70.3,72.9,74.4,76,WRX Sedan STI,2011,Sedan,4,boxer,Gasoline,AWD,Manual,1535,2.5,305,290,3384,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Passat,3.6 V6 CC,2008,41.1,58.8,61,63.5,66,69.7,2.5 TDi 4Motion Comfortline,2008,Sedan,6,V,Diesel,Front,Manual,1510,2.5,161,258,3329,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar,X-type,2.2D,2008,43.6,53.6,61.6,64.8,67.1,69.6,2.2 D SE,2008,Sedan,4,in-line,Diesel,Rear,Manual,1502,2.2,153,270,3311,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Lancer,Evo X,2008,45.6,58.2,65.9,70.4,72.4,74.5,2.0 DI-D,2008,Sedan,4,in-line,Diesel,Front,Manual,1500,2,138,229,3307,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Lancer ,2.0 DI-D,2008,46.2,56.8,65.3,69.7,71,72.7,2.0 DI-D,2008,Sedan,4,in-line,Diesel,Front,Manual,1500,2,138,229,3307,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Legacy,2.5 GT,2010,37.4,48,54.6,58,61,64,2.5i,2010,Sedan,4,boxer,Gasoline,AWD,Manual,1483,2.5,170,170,3269,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Lancer,GTS,2008,43.9,55.3,62.4,66.1,69.5,72.9,2.0 GTS,2008,Sedan,4,in-line,Gasoline,Front,Manual,1470,2,152,146,3241,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Impreza,WRX,2011,54.8,63.2,68.4,71.4,72.7,74.1,WRX Sedan Limited,2011,Sedan,4,boxer,Gasoline,AWD,Manual,1455,2.5,265,243,3208,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,2.4,2011,43.1,55,62.3,66.6,68.3,70.1,GLS,2011,Sedan,4,in-line,Gasoline,Front,Manual,1434,2.4,198,184,3161,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,A4,2.0 TDI,2008,43.2,53.1,61.1,65.2,66.4,68,2.0 TDi,2008,Sedan,4,in-line,Diesel,Front,Manual,1430,2,138,236,3153,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Impreza,WRX STI,2008,45.7,56.2,64.7,69,70.3,72,2.5 WRX Limousine,2008,Sedan,4,boxer,Gasoline - Premium,4WD,Manual,1405,2.5,227,236,3097,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,A4,1.8 TFSI,2008,41.6,57.8,61.5,64.3,66.4,69.7,1.8 T,2008,Sedan,4,in-line,Gasoline - Premium,Front,Manual,1395,1.8,187,177,3075,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,Focus,ST,2008,44.9,55.2,63.5,67,69.1,71.4,2.0 TDCi Ghia,2008,Sedan,4,in-line,Diesel,Front,Manual,1383,2,,236,3049,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volvo,S40,2,2008,43.2,53.1,61.1,65.1,66.4,68.1,2.0 T,2008,Sedan,4,in-line,Gasoline,Front,Manual,1375,1.9,,221,3031,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,6,2.0 CITD,2008,48.5,59.2,65.1,67.1,72.1,73.6,2.0 MZR-CD,2008,Sedan,4,in-line,Diesel,Front,Manual,1374,2,138,243,3029,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Jetta,1.2,2011,42.7,52.6,60.4,63.6,65.8,68.2,SE,2011,Sedan,5,in-line,Gasoline,Front,Manual,1369,2.5,170,177,3018,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Jetta,2.5 V5,2011,39.8,50.7,57.4,61.1,63.5,66,SE PZEV,2011,Sedan,5,in-line,Gasoline,Front,Manual,1369,2.5,170,177,3018,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,3,2.3,2010,44.7,57,64.6,68.9,71.4,74,2.5 s Sport Sedan,2010,Sedan,4,in-line,Gasoline,Front,Manual,1363,2.5,167,168,3005,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Civic,1.3 Hybrid,2008,44.5,54.8,63,66.6,68.5,70.8,1.8 EX-L,2008,Sedan,4,in-line,Gasoline,Front,Manual,1354,1.8,140,128,2985,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Lancer,1.8 Stationcar,2009,47.3,58.2,67,69.4,72.9,76.9,ES,2009,Sedan,4,in-line,Gasoline,Front,Manual,1350,2,152,147,2976,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,Focus,1.6 TDCI,2008,45.8,56.3,64.8,67.6,70.5,73.8,1.6 TDCi Trend,2008,Sedan,4,in-line,Diesel,Front,Manual,1320,1.6,108,177,2910,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,3,Stationcar,2010,43.3,55.5,63.1,67.3,69.8,72.4,2.0 i SV,2010,Sedan,4,in-line,Gasoline,Front,Manual,1301,2,148,135,2868,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Forte,SX,2010,43.8,52.8,58.5,61.2,64.6,68,SX,2010,Sedan,4,in-line,Gasoline,Front,Manual,1294,2.4,173,168,2853,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,Jetta,1.6,2008,41.8,61.7,65.4,68,70.4,71,2.0 Trendline,2008,Sedan,4,in-line,Gasoline,4WD,Manual,1283,2,114,125,2829,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Stationcar,2009,42.5,52.8,59.6,62.1,68.4,74.7,HD 1.6 GLS SR,2009,Sedan,4,in-line,Gasoline,Front,Manual,1253,1.6,119,113,2762,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
